RespondentID,Celebrate,Main_dish,Main_dish_other,Main_dish_cooked,Main_dish_cooked_other,Stuffing,Stuffing_other,Cranberry_sauce,Cranberry_sauce_other,Gravy,Side_dishes_brussels,Side_dishes_carrots,Side_dishes_cauliflower,Side_dishes_corn,Side_dishes_cornbread,Side_dishes_fruit_salad,Side_dishes_green_beans,Side_dishes_mac_cheese,Side_dishes_mashed_potatoes,Side_dishes_rolls,Side_dishes_squash,Side_dishes_vegetable_salad,Side_dishes_yams,Side_dishes_other_plz_specify,Side_dishes_other,Pie_apple,Pie_buttermilk,Pie_cherry,Pie_chocolate,Pie_coconut_cream,Pie_key_lime,Pie_peach,Pie_pecan,Pie_pumpkin,Pie_sweet_potato,Pie_none,Pie_other_plz_specify,Pie_other,Desserts_apple_cobbler,Desserts_blondies,Desserts_brownies,Desserts_carrot_cake,Desserts_cheesecake,Desserts_cookies,Desserts_fudge,Desserts_ice_cream,Desserts_peach_cobberl,Desserts_none,Desserts_other_plz_specify,Desserts_other,Pray,Travel,Programs,Kids_table,Hometown_friends,Friendsgiving,Black_friday,Retail,Work_on_black_friday,Live,Age,Gender,Money,USRegion
4336041869,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4336041422,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 - 29,Male,Prefer not to answer,
4336040902,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,Cornbread,,,Macaroni and cheese,Mashed potatoes,,,Vegetable salad,,,,,,,,,,,,,,None,,,,,,,Cheesecake,,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,No,No,No,,Urban,18 - 29,Female,"$25,000 to $49,999",South Atlantic
4336040679,1,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,Carrots,Cauliflower,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,,,,,,,,,Pecan,,,None,,,,,,,,,,,,None,,,No,Thanksgiving is out of town and far away--I have to drive several hours or fly,,10 or younger,Yes,No,No,No,,Suburban,60,Male,"$200,000 and up",Pacific
4336040464,1,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,,,,,,,,,,,,,
4336038370,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,18,No,No,No,No,,Suburban,45 - 59,Female,"$150,000 to $174,999",Pacific
4336037944,1,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,Corn,,,,,Mashed potatoes,,Squash,,Yams/sweet potato casserole,,,Apple,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,21 or older,No,No,No,No,,Urban,60,Female,"$75,000 to $99,999",New England
4336037337,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,,,,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,,Chocolate,,,,,,,,,,,,,,,,,,,None,Other (please specify),pie is the dessert,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,14,Yes,Yes,No,No,,Urban,18 - 29,Female,"$150,000 to $174,999",West South Central
4336036960,1,Other (please specify),goose,Roasted,,Bread-based,,None,,Yes,Brussel sprouts,,,,,Fruit salad,,,Mashed potatoes,,,,,Other (please specify),creamed onions,,,,Chocolate,,,,,Pumpkin,,,,,,,,,,,,,,,Other (please specify),lemon cake,No,Thanksgiving is happening at my home--I won't travel at all,,21 or older,No,No,No,No,,Rural,60,Female,"$150,000 to $174,999",Pacific
4336035918,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 - 29,Male,Prefer not to answer,West South Central
4336034694,1,Turkey,,Baked,,Rice-based,,Canned,,Yes,,Carrots,,Corn,Cornbread,,,,Mashed potatoes,,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,Yes,Yes,No,,Suburban,18 - 29,Female,"$0 to $9,999",Pacific
4336033443,1,Turkey,,Baked,,Bread-based,,None,,Yes,,,,Corn,Cornbread,,,,Mashed potatoes,Rolls/biscuits,,,,Other (please specify),rice,,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,Yes,Yes,No,Yes,No,Urban,18 - 29,Female,"$0 to $9,999",West South Central
4336032243,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,Male,"$50,000 to $74,999",Pacific
4336031013,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 - 29,Male,Prefer not to answer,
4336030046,1,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,Corn,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,Cherry,Chocolate,,,,Pecan,Pumpkin,,,,,,,,,,Cookies,,Ice cream,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,Yes,No,Yes,No,,Suburban,18 - 29,Female,"$10,000 to $24,999",West North Central
4336029825,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,Carrots,,Corn,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,Chocolate,,,,Pecan,,Sweet Potato,,,,,,,,,,,,Peach cobbler,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,18,No,No,No,No,,Rural,18 - 29,Female,"$50,000 to $74,999",East South Central
4336027932,1,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,Carrots,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,Pecan,Pumpkin,,,,,,,Brownies,,,Cookies,,Ice cream,,,,,No,Thanksgiving is local--it will take place in the town I live in,,14,No,No,No,No,,Suburban,18 - 29,Female,"$10,000 to $24,999",Pacific
4336026090,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,Female,"$10,000 to $24,999",West North Central
4336023531,1,Turkey,,Baked,,Bread-based,,Homemade,,Yes,Brussel sprouts,,,,,,Green beans/green bean casserole,,Mashed potatoes,,,,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,,21 or older,No,Yes,No,No,,Suburban,45 - 59,Female,"$150,000 to $174,999",Pacific
4336022983,1,Chicken,,Baked,,Bread-based,,Canned,,Yes,,Carrots,,,Cornbread,,,Macaroni and cheese,,,,Vegetable salad,Yams/sweet potato casserole,,,,,,,,,,Pecan,,,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,21 or older,No,No,Yes,No,,Urban,60,Male,"$25,000 to $49,999",New England
4336022721,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 - 44,Male,"$25,000 to $49,999",Middle Atlantic
4336022372,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,,,Macaroni and cheese,,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,,,,,,,,,,,None,,,,,,,Cheesecake,,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,,Suburban,45 - 59,Female,"$25,000 to $49,999",Middle Atlantic
4336022096,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,,,,Apple,,,,,,,Pecan,Pumpkin,,,,,,,,,,Cookies,,Ice cream,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,16,No,No,Yes,No,,Suburban,18 - 29,Female,"$200,000 and up",Middle Atlantic
4336021883,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,Yes,No,No,No,,Suburban,30 - 44,Female,"$75,000 to $99,999",Middle Atlantic
4336021180,1,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,Carrots,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,Other (please specify),"Celery sticks with cheese, olives",,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,12,No,No,No,No,,Suburban,60,Male,"$125,000 to $149,999",West South Central
4336018601,1,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,,,,,,,,,,,,,Other (please specify),Pumpkin pecan,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,,21 or older,No,No,No,No,,Urban,60,Female,"$200,000 and up",Mountain
4336017089,1,I don't know,,Fried,,Bread-based,,Canned,,No,,Carrots,Cauliflower,,Cornbread,,,,,,,,,,,Apple,,,Chocolate,,,,,,,,,,,,,,Cheesecake,,,Ice cream,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,,13,No,Yes,No,Yes,Doesn't apply,Rural,18 - 29,Male,"$0 to $9,999",
4336016535,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,Carrots,Cauliflower,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,Apple cobbler,,Brownies,,Cheesecake,Cookies,Fudge,,Peach cobbler,,,,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,12,No,No,Yes,Yes,Yes,Urban,30 - 44,Female,"$10,000 to $24,999",Middle Atlantic
4336015865,1,Turkey,,Baked,,Bread-based,,Homemade,,Yes,Brussel sprouts,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,Ice cream,,,,,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,Yes,No,No,,Suburban,18 - 29,Female,Prefer not to answer,Middle Atlantic
4336015017,1,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,,,,,,,,,Pumpkin,,,,,,,,,,,,Ice cream,,,,,No,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,No,No,No,,Suburban,18 - 29,Male,"$0 to $9,999",South Atlantic
4336014587,1,Turkey,,Baked,,Bread-based,,None,,Yes,Brussel sprouts,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,,,,,,,Cheesecake,Cookies,,,,,,,No,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,12,No,No,No,No,,Suburban,18 - 29,Female,"$0 to $9,999",West North Central
4336014104,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,,,,,,,Chocolate,,,,Pecan,,Sweet Potato,,,,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,12,Yes,No,No,No,,Rural,45 - 59,Female,Prefer not to answer,East South Central
4336013108,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 - 44,Female,Prefer not to answer,South Atlantic
4336012118,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,,Apple,,,,,,,,Pumpkin,,,Other (please specify),jumbleberry,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,No,No,No,No,,Suburban,60,Female,"$125,000 to $149,999",Pacific
4336012003,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,Apple,,,Chocolate,,Key lime,,Pecan,Pumpkin,,,,,,,,,Cheesecake,,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,12,Yes,Yes,No,No,,Urban,45 - 59,Female,"$75,000 to $99,999",West South Central
4336011166,1,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is local--it will take place in the town I live in,,10 or younger,Yes,Yes,No,No,,Suburban,60,Female,"$100,000 to $124,999",Pacific
4336011139,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 - 29,Male,"$0 to $9,999",Middle Atlantic
4336006784,1,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,Carrots,Cauliflower,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,Ice cream,,,,,No,Thanksgiving is out of town and far away--I have to drive several hours or fly,Macy's Parade,10 or younger,Yes,No,No,No,,Suburban,60,Male,"$50,000 to $74,999",West North Central
4336005220,1,Tofurkey,,Baked,,Bread-based,,Homemade,,Yes,Brussel sprouts,,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,21 or older,Yes,No,No,No,,Suburban,30 - 44,Male,"$0 to $9,999",Middle Atlantic
4336004344,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45 - 59,Male,"$25,000 to $49,999",East North Central
4336002999,1,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,,,,,,,Pumpkin,,,,,Apple cobbler,,,,,,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,12,Yes,No,No,No,,Suburban,45 - 59,Male,"$75,000 to $99,999",West North Central
4336002487,1,Roast beef,,Fried,,Bread-based,,Canned,,Yes,,Carrots,Cauliflower,Corn,,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,,Squash,Vegetable salad,Yams/sweet potato casserole,,,Apple,Buttermilk,,,,,,,Pumpkin,Sweet Potato,,,,Apple cobbler,,,,Cheesecake,,,Ice cream,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,11,Yes,Yes,Yes,Yes,Doesn't apply,Urban,45 - 59,Female,Prefer not to answer,Middle Atlantic
4336001840,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,Cherry,,,,,Pecan,Pumpkin,,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,Yes,No,,Rural,45 - 59,Female,"$50,000 to $74,999",West South Central
4336001546,1,Turkey,,Other (please specify),smoked,Other (please specify),corn bread,Canned,,Yes,,,,,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,,,,,,,,,,Cheesecake,,,,,,,,No,Thanksgiving is happening at my home--I won't travel at all,,21 or older,No,No,No,No,,Rural,60,Male,"$10,000 to $24,999",West South Central
4335999720,1,Turkey,,Baked,,Bread-based,,Homemade,,Yes,Brussel sprouts,,,,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,Yes,No,No,No,,Suburban,30 - 44,Male,"$100,000 to $124,999",Pacific
4335998934,1,Turkey,,Other (please specify),smoked,Bread-based,,Homemade,,Yes,Brussel sprouts,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,,Other (please specify),pie,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,21 or older,No,No,No,No,,Urban,60,Male,"$50,000 to $74,999",Pacific
4335996765,1,Turkey,,Baked,,None,,None,,No,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,,Apple,,Cherry,,,,,,Pumpkin,,,,,Apple cobbler,,Brownies,,,,,,Peach cobbler,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,15,No,No,No,No,,Urban,18 - 29,Female,"$0 to $9,999",Pacific
4335996482,1,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,Cauliflower,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,,,,,,,Cheesecake,,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,,Suburban,30 - 44,Female,"$50,000 to $74,999",Pacific
4335992962,1,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,Corn,Cornbread,Fruit salad,,,Mashed potatoes,Rolls/biscuits,Squash,,,,,,,,,,,,,Pumpkin,,,,,,,,,,,,Ice cream,Peach cobbler,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,No,Yes,No,No,,Urban,60,Male,"$200,000 and up",Pacific
4335992074,1,Turkey,,Roasted,,Bread-based,,None,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is local--it will take place in the town I live in,,21 or older,Yes,Yes,No,No,,Urban,45 - 59,Male,"$50,000 to $74,999",Pacific
4335990669,1,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,,,,,,,,,,Ice cream,,,,,No,Thanksgiving is out of town and far away--I have to drive several hours or fly,Macy's Parade,10 or younger,No,No,No,No,,Suburban,18 - 29,Female,Prefer not to answer,South Atlantic
4335990002,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,,,,,Mashed potatoes,Rolls/biscuits,,,,Other (please specify),celery,Apple,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,No,Yes,No,Yes,Yes,Suburban,18 - 29,Female,"$10,000 to $24,999",East North Central
4335989591,1,Turkey,,Baked,,None,,None,,Yes,,Carrots,,Corn,,,,,Mashed potatoes,,Squash,,,,,Apple,,,,,,,Pecan,,,,,,Apple cobbler,,,,,,,,,,,,No,Thanksgiving is happening at my home--I won't travel at all,,13,No,No,No,No,,Suburban,18 - 29,Female,"$75,000 to $99,999",East North Central
4335988879,1,Turkey,,Roasted,,None,,None,,No,Brussel sprouts,,Cauliflower,,,Fruit salad,,,,,Squash,Vegetable salad,,Other (please specify),Rice or roasted potatoes,,,,,,,,,,,None,,,,,,,,,,,Peach cobbler,None,,,No,Thanksgiving is local--it will take place in the town I live in,,10 or younger,No,Yes,No,No,,Urban,30 - 44,Female,"$50,000 to $74,999",Pacific
4335988400,1,Turkey,,Baked,,Other (please specify),corn bread base;  no light bread,Canned,,Yes,,,,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,,,,,,,,,Pecan,,,,Other (please specify),custard,,,,,,,,,,None,,,Yes,Thanksgiving is local--it will take place in the town I live in,,10 or younger,No,No,No,No,,Suburban,60,Male,"$50,000 to $74,999",East South Central
4335988391,1,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,Carrots,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,,21 or older,No,Yes,No,No,,Urban,60,Female,"$50,000 to $74,999",Mountain
4335988189,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,,,,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,,Chocolate,,,,,Pumpkin,,,,,,,,,,,,,,,Other (please specify),pie,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,Yes,No,No,No,,Rural,60,Male,"$100,000 to $124,999",Middle Atlantic
4335987976,1,Turkey,,I don't know,,None,,None,,Yes,,,,,,,,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,,,,,,,,,,Pumpkin,,,,,,,,,,,,,,,Other (please specify),pie,,,,,,,,,,,,,,
4335987642,1,Ham/Pork,,Roasted,,None,,None,,Yes,,,,,Cornbread,,Green beans/green bean casserole,,,,,,,Other (please specify),Collard greens,,,,,,,,,Pumpkin,,,,,,,,,,,,,,,Other (please specify),Green cake,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,21 or older,No,No,No,No,,Suburban,18 - 29,Female,Prefer not to answer,South Atlantic
4335987129,1,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,,Apple,,Cherry,Chocolate,,,,Pecan,Pumpkin,,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,Yes,Yes,No,No,,Rural,30 - 44,Female,"$100,000 to $124,999",West South Central
4335986817,1,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,Carrots,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,Cheesecake,Cookies,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,12,No,No,No,Yes,Yes,Urban,60,Male,"$125,000 to $149,999",Pacific
4335985961,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 - 44,Female,"$0 to $9,999",Pacific
4335985936,1,Turkey,,Baked,,Bread-based,,None,,No,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,,,,,,,,,Pumpkin,,,,,Apple cobbler,,,,,,,,,,,,No,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,No,No,Yes,No,,Urban,30 - 44,Female,"$0 to $9,999",South Atlantic
4335983992,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,Cauliflower,,,Fruit salad,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,Cherry,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,Yes,No,No,,Urban,60,Female,"$25,000 to $49,999",Pacific
4335983559,1,Turkey,,Roasted,,Bread-based,,None,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,,Apple,,Cherry,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,No,No,No,No,,Rural,18 - 29,Female,"$50,000 to $74,999",West North Central
4335982114,1,Turkey,,Baked,,Bread-based,,None,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,Yes,No,No,No,,Suburban,60,Male,"$100,000 to $124,999",West South Central
4335981269,1,Turkey,,Baked,,Bread-based,,None,,Yes,,,Cauliflower,,,,,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,,,,,,,,,,Pumpkin,,,,,,,,,Cheesecake,,,Ice cream,,,,,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,No,No,No,No,,Rural,60,Female,Prefer not to answer,Pacific
4335981057,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,Brussel sprouts,Carrots,Cauliflower,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,Yams/sweet potato casserole,,,Apple,,,,,,Peach,Pecan,Pumpkin,,,,,,,Brownies,,Cheesecake,Cookies,Fudge,Ice cream,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,No,No,No,,Urban,30 - 44,Male,"$200,000 and up",Pacific
4335979596,1,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,,,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,Brownies,,Cheesecake,,,,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,Yes,Yes,No,No,,Suburban,60,Female,"$200,000 and up",Mountain
4335979419,1,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,,,Vegetable salad,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,Yes,Yes,Suburban,45 - 59,Male,"$150,000 to $174,999",Pacific
4335978870,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,Cornbread,Fruit salad,,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,,Apple,,Cherry,,,,,,Pumpkin,,,,,Apple cobbler,,,Carrot cake,Cheesecake,,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,12,Yes,Yes,No,No,,Urban,60,Male,"$75,000 to $99,999",Pacific
